domain_len,sld_len,subdomain_len,label_count,max_label_len,avg_label_len,total_label_ratio,per_label_ratio,digit_ratio,upper_ratio,hyphen_ratio,alpha_ratio,sld_digit_ratio,sld_alpha_ratio,entropy_full,entropy_sld,entropy_subdomain,bigram_entropy_sld,trigram_entropy_sld,bigram_entropy_full,consonant_vowel_ratio,longest_consonant_run,has_meaningful_word,unique_char_ratio,is_common_tld,is_suspicious_tld,tld_len,has_subdomain,subdomain_count,has_digits,numeric_percentage
14.0,11.0,0.0,2.0,11.0,6.5,0.05533596837944664,0.1746031746031746,0.0,0.0,0.0,0.9999999999230769,0.0,0.9999999999090909,3.0850551027564768,3.095795255000934,0.0,3.3219280948873626,3.169925001442312,3.584962500721156,2.6666666657777776,3.0,0.0,0.8181818181074381,1.0,0.0,2.0,0.0,0.0,0.0,0.0
16.0,12.0,0.0,2.0,12.0,7.5,0.06324110671936758,0.19047619047619047,0.0,0.0,0.0,0.9999999999333333,0.0,0.9999999999166667,3.456564762130954,3.0220552088742005,0.0,3.4594316186372973,3.3219280948873626,3.807354922057604,0.9999999998333333,3.0,0.0,0.7499999999375,1.0,0.0,3.0,0.0,0.0,0.0,0.0
14.0,10.0,0.0,2.0,10.0,6.5,0.05533596837944664,0.15873015873015872,0.0,0.0,0.0,0.9999999999230769,0.0,0.9999999999,3.3927474104487847,3.1219280948873624,0.0,3.169925001442312,3.0,3.584962500721156,1.499999999625,2.0,0.0,0.89999999991,1.0,0.0,3.0,0.0,0.0,0.0,0.0
13.0,10.0,0.0,2.0,10.0,6.0,0.05138339920948617,0.15873015873015872,0.0,0.0,0.08333333332638888,0.9166666665902777,0.0,0.89999999991,3.2516291673878226,3.1219280948873624,0.0,3.169925001442312,3.0,3.4594316186372973,0.79999999984,2.0,0.0,0.89999999991,1.0,0.0,2.0,0.0,0.0,0.0,0.0
27.0,24.0,0.0,2.0,24.0,13.0,0.1067193675889328,0.38095238095238093,0.0,0.0,0.11538461538017751,0.8846153845813609,0.0,0.8749999999635417,3.4304570255005586,3.4591479170272446,0.0,4.436605434317883,4.459431618637297,4.483856189774725,1.333333333185185,2.0,0.0,0.49999999997916666,1.0,0.0,2.0,0.0,0.0,0.0,0.0
23.0,19.0,0.0,2.0,19.0,11.0,0.09090909090909091,0.30158730158730157,0.0,0.0,0.0,0.9999999999545455,0.0,0.9999999999473684,3.2312702546075758,3.2210972500579573,0.0,3.614369445886757,3.85216872360328,3.594465636961452,1.374999999828125,3.0,0.0,0.5263157894459833,1.0,0.0,3.0,0.0,0.0,0.0,0.0
21.0,3.0,14.0,3.0,14.0,6.333333333333333,0.08300395256916997,0.2222222222222222,0.0,0.0,0.0,0.9999999999473684,0.0,0.9999999996666666,3.431623565847431,1.584962500721156,3.0930692077718898,1.0,-0.0,4.169925001442312,1.9999999979999998,1.0,0.0,0.9999999996666666,1.0,0.0,2.0,1.0,1.0,0.0,0.0
15.0,2.0,9.0,3.0,9.0,4.333333333333333,0.05928853754940711,0.14285714285714285,0.0,0.0,0.0,0.9999999999230769,0.0,0.9999999995,3.546593564294939,1.0,3.169925001442312,-0.0,0.0,3.584962500721156,0.9999999989999999,1.0,0.0,0.9999999995,0.0,0.0,2.0,1.0,1.0,0.0,0.0
16.0,12.0,0.0,2.0,12.0,7.5,0.06324110671936758,0.19047619047619047,0.0,0.0,0.0,0.9999999999333333,0.0,0.9999999999166667,3.240223928941852,2.918295834054489,0.0,3.4594316186372973,3.3219280948873626,3.807354922057604,2.999999999,4.0,0.0,0.6666666666111111,1.0,0.0,3.0,0.0,0.0,0.0,0.0
14.0,2.0,8.0,3.0,8.0,4.0,0.05533596837944664,0.12698412698412698,0.0,0.0,0.0,0.9999999999166667,0.0,0.9999999995,3.084962500721156,1.0,2.25,-0.0,0.0,3.095795255000934,0.9999999989999999,1.0,0.0,0.9999999995,1.0,0.0,2.0,1.0,1.0,0.0,0.0
